user_id,Тип обращения,type_id,Время обращения
H711AqnX,Жалоба на товар в магазине,3,2019-04-10 12:55:15
bjRkhGxz,Продажа поддельной продукции,4,2019-03-29 19:59:40
bjL8HlAH,Продажа поддельной продукции,4,2019-04-11 17:24:32
kZteuRUB,Жалоба на товар в магазине,3,2019-03-04 20:20:32
qhOXOlJj,Накрутка отзывов,2,2019-03-03 21:55:32
fXnX1yYt,Отзыв удалён,7,2019-04-17 12:48:51
xjYekoCr,Не работает сайт,1,2019-04-26 13:50:33
fKYComsI,Продажа поддельной продукции,4,2019-04-15 19:14:51
XTdWVb4T,Продажа поддельной продукции,4,2019-03-21 20:45:52
YaBi2cTu,Мошенничество,5,2019-04-11 19:39:22
8I7x50S8,Жалоба на товар в магазине,3,2019-04-21 17:33:58
xxvtax1N,Жалоба на товар в магазине,3,2019-03-04 17:28:49
vt1Pc1xg,Мошенничество,5,2019-04-15 11:58:41
7vZOTDKm,Продажа запрещенных товаров,6,2019-03-08 21:47:56
MNmmQOAg,Жалоба на товар в магазине,3,2019-03-19 12:25:47
3tsqmonf,Жалоба на товар в магазине,3,2019-03-18 12:24:27
pfv5V5yP,Не работает сайт,1,2019-03-29 18:31:24
voJIemUy,Жалоба на видеообзор,8,2019-04-30 16:35:34
SaSayfZl,Жалоба на товар в магазине,3,2019-04-17 20:42:43
T6hPGxKm,Жалоба на видеообзор,8,2019-04-19 13:34:53
jUhg4v17,Жалоба на видеообзор,8,2019-03-15 19:14:43
Vmm1BGAS,Не работает сайт,1,2019-03-14 21:17:41
y3HfqyPt,Мошенничество,5,2019-04-24 13:50:16
GBQipEqt,Жалоба на товар в магазине,3,2019-03-29 16:53:17
CcCtekYa,Не работает сайт,1,2019-04-23 20:24:14
8CJqXQRO,Мошенничество,5,2019-04-22 17:37:26
C6hiqHac,Мошенничество,5,2019-03-20 12:30:52
TO36FleI,Продажа запрещенных товаров,6,2019-03-25 19:19:55
XRGhHddZ,Жалоба на товар в магазине,3,2019-03-02 12:22:43
6gYjmjjC,Жалоба на видеообзор,8,2019-03-02 11:12:29
ZYTB6KlZ,Жалоба на видеообзор,8,2019-03-30 13:49:11
a6cGnLSf,Жалоба на видеообзор,8,2019-03-24 17:10:48
ONrMmcn1,Продажа запрещенных товаров,6,2019-04-10 18:36:15
omb2TXu6,Мошенничество,5,2019-03-25 12:44:19
aRu0FMxJ,Отзыв удалён,7,2019-04-03 18:42:49
Ctm40rez,Продажа запрещенных товаров,6,2019-04-07 11:12:47
XoQMZNhP,Отзыв удалён,7,2019-04-29 15:40:31
gtvnDGNU,Мошенничество,5,2019-03-24 20:54:13
o0R2XQaH,Жалоба на товар в магазине,3,2019-03-02 13:53:46
tvMpnIwM,Жалоба на видеообзор,8,2019-03-09 15:54:53
qoMQ0AA5,Мошенничество,5,2019-04-11 13:31:28
2aNj1Fwu,Продажа поддельной продукции,4,2019-03-15 11:49:34
U2rceEox,Не работает сайт,1,2019-04-11 15:25:25
BE1gND36,Мошенничество,5,2019-04-12 16:11:35
YM3sEVab,Отзыв удалён,7,2019-04-13 16:40:22
SUlmXkh4,Мошенничество,5,2019-04-13 20:22:51
p2NEv1kj,Не работает сайт,1,2019-04-17 21:34:56
kWi1f3lG,Продажа поддельной продукции,4,2019-04-25 10:23:10
RR314rRE,Накрутка отзывов,2,2019-04-01 16:46:30
ILvG3jou,Жалоба на товар в магазине,3,2019-03-30 17:47:23
lbySSS8w,Жалоба на товар в магазине,3,2019-03-09 21:40:36
oHTPBj6q,Продажа поддельной продукции,4,2019-03-14 10:48:49
0RHc1xfa,Мошенничество,5,2019-04-09 16:27:43
3mu9XFzb,Отзыв удалён,7,2019-03-22 17:29:54
if8Nx2JC,Не работает сайт,1,2019-04-30 14:44:30
aaHgkyYi,Мошенничество,5,2019-04-24 16:29:44
BqTEHiQB,Продажа запрещенных товаров,6,2019-03-20 19:30:21
efu3CUbk,Продажа запрещенных товаров,6,2019-03-16 20:28:20
5tA6F0Py,Жалоба на видеообзор,8,2019-03-17 11:50:44
v8m6cQIR,Мошенничество,5,2019-04-01 11:40:46
g7jrsRyL,Продажа запрещенных товаров,6,2019-04-10 17:36:41
yrXGZ6Yj,Продажа поддельной продукции,4,2019-04-26 15:11:16
s7PJbexd,Мошенничество,5,2019-04-01 20:26:38
H12ecfBj,Накрутка отзывов,2,2019-03-10 10:53:24
WQDKXRRD,Продажа поддельной продукции,4,2019-04-01 21:56:12
g4GtqVKW,Жалоба на товар в магазине,3,2019-03-12 15:17:20
txyDVQQR,Отзыв удалён,7,2019-04-25 21:21:20
29mWgZQI,Жалоба на видеообзор,8,2019-03-05 10:10:41
ccOtDBi9,Жалоба на товар в магазине,3,2019-04-02 10:27:10
F1EB02qH,Не работает сайт,1,2019-04-19 14:50:19
Pa9GPf32,Жалоба на товар в магазине,3,2019-03-27 11:33:16
NhYmHgTx,Мошенничество,5,2019-04-16 19:27:10
ujpWvPPg,Мошенничество,5,2019-04-10 21:35:13
xLqXLlN9,Продажа поддельной продукции,4,2019-04-03 17:27:33
4aOrZWU1,Не работает сайт,1,2019-04-10 11:34:13
tLnZffAr,Накрутка отзывов,2,2019-03-05 12:22:43
is7rusdU,Не работает сайт,1,2019-04-20 10:35:45
tMqEchhu,Жалоба на товар в магазине,3,2019-04-24 20:25:22
tGx4YruK,Мошенничество,5,2019-03-26 12:23:40
7h5GdKye,Отзыв удалён,7,2019-03-13 11:52:21
ioGq4LBU,Жалоба на товар в магазине,3,2019-03-12 18:24:18
48N9ucqk,Продажа запрещенных товаров,6,2019-03-14 10:40:57
0rcwvoiK,Мошенничество,5,2019-04-30 14:16:16
C5ZMQCju,Мошенничество,5,2019-03-16 15:49:29
P00cCfJq,Мошенничество,5,2019-03-17 16:57:27
BPeDJ4Cz,Не работает сайт,1,2019-03-06 10:11:53
ZcC3GN31,Жалоба на товар в магазине,3,2019-04-21 20:44:17
QLr8QoV1,Продажа запрещенных товаров,6,2019-03-19 11:32:47
23MZ801I,Жалоба на товар в магазине,3,2019-03-24 14:14:10
3wFOSgnD,Мошенничество,5,2019-03-26 15:10:19
TmtSPi6T,Жалоба на товар в магазине,3,2019-03-27 20:31:25
DdtW4yS1,Мошенничество,5,2019-03-04 20:37:33
xQVQ7QCi,Продажа запрещенных товаров,6,2019-04-06 13:31:52
Oj27mPcB,Жалоба на товар в магазине,3,2019-03-12 20:17:52
hpbkhLyb,Не работает сайт,1,2019-03-13 21:22:37
ZtVI9ZBx,Продажа поддельной продукции,4,2019-03-27 19:22:11
3DYCG6ni,Продажа запрещенных товаров,6,2019-04-28 12:23:17
HkL1dQ4N,Продажа поддельной продукции,4,2019-03-27 18:54:28
878oyZUx,Продажа поддельной продукции,4,2019-04-06 16:35:31
sZYUZs8X,Жалоба на товар в магазине,3,2019-03-26 15:59:18
eqJ1WEvN,Жалоба на товар в магазине,3,2019-04-28 20:13:36
zlvPWKoK,Накрутка отзывов,2,2019-03-14 17:23:11
I4aSneY1,Накрутка отзывов,2,2019-04-20 10:37:35
UGKBlYi0,Мошенничество,5,2019-04-11 15:50:25
QrNrReUA,Не работает сайт,1,2019-03-14 16:37:33
iXDL9f1R,Жалоба на товар в магазине,3,2019-03-27 18:34:44
cPI6Rh9x,Продажа поддельной продукции,4,2019-03-22 20:19:53
0iJuDswR,Жалоба на товар в магазине,3,2019-04-26 11:40:54
B7JoKhZX,Жалоба на товар в магазине,3,2019-03-16 17:39:30
eBiGbVZ9,Жалоба на видеообзор,8,2019-03-28 11:37:46
uN4OflaC,Жалоба на товар в магазине,3,2019-04-01 15:20:10
PupLhZtX,Не работает сайт,1,2019-04-30 12:33:42
zVq63INx,Накрутка отзывов,2,2019-04-02 10:21:43
lzEXRyYA,Мошенничество,5,2019-03-09 18:19:51
q74ZVWpv,Жалоба на видеообзор,8,2019-03-13 17:19:28
3m8fFMgO,Жалоба на товар в магазине,3,2019-03-06 18:20:48
VbIZ47A2,Накрутка отзывов,2,2019-04-27 14:54:55
H0C8gJ4s,Мошенничество,5,2019-04-20 16:26:31
BPEP60yy,Накрутка отзывов,2,2019-04-17 21:20:35
jX7ieH5U,Мошенничество,5,2019-04-01 12:38:14
0LhN0q6M,Жалоба на товар в магазине,3,2019-03-27 20:52:21
1ahkb3F3,Отзыв удалён,7,2019-03-08 21:45:52
QSrVjOhn,Накрутка отзывов,2,2019-04-01 16:51:42
amWc4GbU,Жалоба на товар в магазине,3,2019-03-05 15:33:44
p0yo9Tqo,Мошенничество,5,2019-04-24 15:32:51
iXKm840d,Мошенничество,5,2019-04-24 15:44:16
piT5BlG0,Отзыв удалён,7,2019-03-21 21:53:35
w9GHNply,Продажа запрещенных товаров,6,2019-04-19 18:42:40
agKlnUgS,Продажа поддельной продукции,4,2019-04-06 20:21:32
pFOCs0o7,Продажа запрещенных товаров,6,2019-04-27 13:53:32
fFHLOJBb,Продажа поддельной продукции,4,2019-03-08 21:23:28
fKXqFKlX,Жалоба на товар в магазине,3,2019-04-25 16:20:33
7kls9e1m,Жалоба на видеообзор,8,2019-03-03 12:58:50
nwCar9Hc,Не работает сайт,1,2019-03-16 17:45:44
M1E6EzPK,Мошенничество,5,2019-04-02 17:11:37
1nw8fKaK,Продажа поддельной продукции,4,2019-04-02 19:37:41
wO5V5RmY,Жалоба на товар в магазине,3,2019-04-17 10:32:34
Fs6DqpOg,Жалоба на товар в магазине,3,2019-03-15 18:38:54
NgmyZCtG,Накрутка отзывов,2,2019-04-09 21:57:37
ioaSjYzL,Жалоба на товар в магазине,3,2019-04-14 13:18:48
mkosrrca,Жалоба на товар в магазине,3,2019-04-15 21:58:41
kVCHttDF,Отзыв удалён,7,2019-03-14 14:22:51
h4OWmZ81,Жалоба на товар в магазине,3,2019-04-04 16:52:29
tWaInXT1,Продажа поддельной продукции,4,2019-03-22 10:13:29
59g1gRkz,Не работает сайт,1,2019-03-30 13:44:16
X1JMoDTi,Отзыв удалён,7,2019-04-08 19:40:38
1SKYsauv,Жалоба на видеообзор,8,2019-04-15 19:54:47
JpsrpgaB,Отзыв удалён,7,2019-03-06 11:39:32
VLVwUaw4,Отзыв удалён,7,2019-04-02 12:42:59
asV2Dazk,Жалоба на товар в магазине,3,2019-04-28 19:44:48
0Yxqc3AR,Накрутка отзывов,2,2019-03-07 21:21:42
gqsehbJp,Продажа запрещенных товаров,6,2019-03-26 11:26:51
zckSdSnI,Мошенничество,5,2019-03-21 20:32:27
AyEkFEDe,Мошенничество,5,2019-03-01 21:57:33
4RCvWQ4g,Отзыв удалён,7,2019-04-01 16:47:59
Zbv04sAt,Отзыв удалён,7,2019-03-17 20:45:36
EjCeBc1u,Продажа запрещенных товаров,6,2019-04-22 13:15:27
Q6VCXVsw,Жалоба на видеообзор,8,2019-03-22 13:38:49
gkc0Nd2W,Жалоба на товар в магазине,3,2019-04-05 11:29:26
7GjEgn1p,Продажа запрещенных товаров,6,2019-03-17 10:25:46
J25OqY0g,Мошенничество,5,2019-03-06 12:23:51
o6sd7vJZ,Не работает сайт,1,2019-04-30 10:13:45
04aCfeDq,Жалоба на товар в магазине,3,2019-04-19 12:20:18
TuJcnXXD,Продажа запрещенных товаров,6,2019-03-16 17:59:20
gtIvHlxU,Жалоба на товар в магазине,3,2019-04-05 21:47:21
3Z17hPcx,Мошенничество,5,2019-04-09 17:32:44
paYNB7Ug,Продажа запрещенных товаров,6,2019-04-19 18:25:13
4Z6jEhNM,Мошенничество,5,2019-04-02 14:58:49
lJ9d9Mn0,Продажа поддельной продукции,4,2019-03-21 11:47:21
8YU8ZPYI,Мошенничество,5,2019-03-24 10:40:16
dOi5IUCk,Продажа поддельной продукции,4,2019-03-20 19:18:39
KFB4jQOI,Отзыв удалён,7,2019-04-08 17:26:53
vy2Y8fnO,Не работает сайт,1,2019-04-10 18:15:40
OgWcWBZJ,Мошенничество,5,2019-04-22 14:52:17
CG7frMrZ,Мошенничество,5,2019-03-21 21:57:52
aPQKhMpy,Жалоба на товар в магазине,3,2019-04-15 12:39:43
Y8u0NkQr,Жалоба на товар в магазине,3,2019-04-14 13:32:13
VofnNCd4,Не работает сайт,1,2019-04-06 11:59:17
wbdYq7VJ,Жалоба на товар в магазине,3,2019-03-10 12:19:59
EPIkmLby,Продажа поддельной продукции,4,2019-04-12 16:36:18
mtY8nwyd,Накрутка отзывов,2,2019-03-14 12:16:10
k3zHvRzS,Жалоба на товар в магазине,3,2019-04-18 13:57:56
R6roO8Le,Продажа поддельной продукции,4,2019-04-22 17:17:41
oRjjJcW1,Мошенничество,5,2019-03-17 17:25:34
RiGYBaZH,Мошенничество,5,2019-04-23 17:15:50
9AbUDpVA,Мошенничество,5,2019-04-02 11:55:59
72B3y7iG,Отзыв удалён,7,2019-04-05 16:35:55
SLOpUpId,Жалоба на товар в магазине,3,2019-04-12 12:44:59
TZMggRZn,Мошенничество,5,2019-03-26 17:21:35
VRGON1H6,Мошенничество,5,2019-04-09 15:10:13
NoLmz0OM,Продажа запрещенных товаров,6,2019-04-08 14:46:28
xqQ2q4nS,Жалоба на видеообзор,8,2019-04-26 14:46:54
rsPJN1Lo,Продажа запрещенных товаров,6,2019-03-02 12:37:38
Rd2CxAkw,Не работает сайт,1,2019-04-28 13:23:39
jh9FQ7PA,Мошенничество,5,2019-03-08 19:25:38
JXVc3ez0,Жалоба на видеообзор,8,2019-04-30 11:23:49
7sjrNTu9,Жалоба на видеообзор,8,2019-03-05 21:56:58
nCzX3MP8,Накрутка отзывов,2,2019-03-06 18:40:59
HdJGoies,Продажа поддельной продукции,4,2019-04-25 20:27:28
LtrajqAm,Не работает сайт,1,2019-03-30 18:25:30
JORaPaHU,Продажа запрещенных товаров,6,2019-04-26 11:56:51
OvYOhq2I,Жалоба на товар в магазине,3,2019-04-04 21:58:56
45vkdHrt,Жалоба на товар в магазине,3,2019-03-25 14:17:12
Oln4cGGc,Не работает сайт,1,2019-04-18 10:10:59
UbWHD7LB,Жалоба на товар в магазине,3,2019-04-30 18:59:35
m4CuHfrh,Жалоба на товар в магазине,3,2019-04-04 11:35:18
8TuGXpnS,Мошенничество,5,2019-03-07 16:43:33
tIl7WgdH,Мошенничество,5,2019-03-08 12:45:23
cv9eh2tM,Продажа запрещенных товаров,6,2019-03-22 14:13:32
ekZTXHZp,Жалоба на товар в магазине,3,2019-03-13 16:55:54
pfsjD6Qf,Продажа запрещенных товаров,6,2019-04-09 13:24:51
WwZOZy0R,Жалоба на товар в магазине,3,2019-03-11 14:12:24
c6zyxozp,Не работает сайт,1,2019-03-09 18:16:18
EmOYRnHX,Жалоба на видеообзор,8,2019-04-03 16:26:12
Y1inDjFv,Накрутка отзывов,2,2019-04-17 16:11:15
Vctbc9LV,Жалоба на товар в магазине,3,2019-04-19 12:20:31
jehxCmvq,Жалоба на видеообзор,8,2019-04-15 19:36:43
94j67V7C,Продажа поддельной продукции,4,2019-04-19 10:51:22
NvVXy4Se,Не работает сайт,1,2019-03-21 17:41:26
MZ41r6iL,Продажа поддельной продукции,4,2019-04-22 10:43:33
S9SC36xg,Накрутка отзывов,2,2019-04-18 12:54:11
HgkziTGn,Мошенничество,5,2019-04-23 11:57:19
cP15e7mX,Накрутка отзывов,2,2019-03-07 10:31:57
nFgVGTq3,Продажа запрещенных товаров,6,2019-04-06 15:22:51
w7Mk1GMG,Продажа запрещенных товаров,6,2019-03-28 16:59:48
PYi851mu,Мошенничество,5,2019-04-01 12:28:55
WaAx122O,Продажа поддельной продукции,4,2019-04-15 13:37:18
Kiku7qeN,Продажа поддельной продукции,4,2019-03-11 10:25:39
EDJsMrGz,Жалоба на видеообзор,8,2019-04-04 20:16:33
e3sHotQi,Жалоба на товар в магазине,3,2019-03-24 16:27:31
oNRZoxgL,Жалоба на товар в магазине,3,2019-03-04 12:18:23
7z5NvtLg,Продажа запрещенных товаров,6,2019-03-29 12:56:21
JOiGk4rt,Жалоба на видеообзор,8,2019-03-20 17:23:52
